"","protein","cor","p_value"
"NTMT1","NTMT1",0.0394069386759643,0.799519125789764
"TUBB2B","TUBB2B",0.0490372623557689,0.751924732711854
"TMEM109","TMEM109",0.123977267771813,0.422669949700053
"PBDC1","PBDC1",-0.0288802503293949,0.852371330413812
"TMED9","TMED9",0.058745180642056,0.704850600758636
"SELENOO","SELENOO",0.0865930835925642,0.576223629158562
"TMUB1","TMUB1",-0.290349870602556,0.150179048260328
"TIMM21","TIMM21",-0.0548018524711041,0.727064561617225
"TPPP3","TPPP3",-0.13721224114969,0.374448147742664
"NUDT9","NUDT9",0.0123165766995072,0.936754325722822
"ACAT2","ACAT2",0.189039012392018,0.219086349846518
"FUNDC2","FUNDC2",0.0164577548110936,0.915556399638778
"CHID1","CHID1",-0.00338212854455028,0.982616514624149
"LSM14B","LSM14B",0.228599810285359,0.140357507100137
"SORBS1","SORBS1",-0.139471208562014,0.366558761521447
"HINT2","HINT2",0.267592225496388,0.0790732890395974
"OSBPL11","OSBPL11",0.0156012904329704,0.937195656435031
"NT5C1A","NT5C1A",0.229180052534614,0.134538478209707
"BCL2L13","BCL2L13",-0.0385734498641851,0.803675020362364
"ASPN","ASPN",-0.184586765419209,0.230332904202776
"IDI2","IDI2",-0.336510869466118,0.027354764761123
"AP1M1","AP1M1",0.20166822080307,0.194689534386012
"GON7","GON7",0.0294401353258633,0.886476935374533
"OSBPL1A","OSBPL1A",0.167812696820628,0.276223535447092
"HDHD5","HDHD5",0.0911316652383155,0.556315567352105
"ITPA","ITPA",0.169887416763975,0.270243505594853
"EIF2A","EIF2A",0.0578761049191272,0.722791075645953
"KIAA1671","KIAA1671",0.0964975018231821,0.569930624153654
"MRPL13","MRPL13",0.246592428209842,0.110915272517802
"MRPL4","MRPL4",0.218907956866538,0.163670703544014
"HYCC1","HYCC1",0.0493858570526956,0.778149246386674
"LRRC2","LRRC2",-0.0719095969297631,0.64274536625547
"NLN","NLN",-0.120854998429411,0.434535771745362
"TRIM54","TRIM54",0.00985078972092444,0.949397727193217
"TRIM55","TRIM55",0.0665115199103641,0.675581898850271
"BCO2","BCO2",0.077862698586019,0.628469623765028
"POTEKP","POTEKP",-0.0834027717481525,0.639108462115116
"FRMD8","FRMD8",0.288100256712999,0.0579000589726955
"MRPL37","MRPL37",0.180845754625995,0.251743254986362
"ASPSCR1","ASPSCR1",0.145023608354255,0.461540919772199
"OSBPL6","OSBPL6",0.297260197052023,0.0500444365720053
"UACA","UACA",0.0230332927802087,0.900421879528555
"UBL5","UBL5",0.225258131066867,0.14640972060446
"NIBAN1","NIBAN1",0.21360257384523,0.204295109129206
"UBXN6","UBXN6",-0.14085363265058,0.565179615809555
"SIGLEC1","SIGLEC1",-0.0359892539475632,0.880264799481574
"API5","API5",-0.050571567495177,0.744420295664203
"TNKS1BP1","TNKS1BP1",0.12792538786624,0.636825840801527
"UBE2O","UBE2O",0.255290509176704,0.102741238327398
"ZYG11B","ZYG11B",0.191690114310329,0.218168004396523
"XPO4","XPO4",0.181317525984444,0.256572651458357
"LNPK","LNPK",0.0502624429953403,0.745930399045471
"SRCIN1","SRCIN1",-0.180239317932417,0.323575210190349
"YIPF3","YIPF3",-0.148933289187158,0.385989963905752
"TINAGL1","TINAGL1",-0.178101181423199,0.247413177488881
"PITHD1","PITHD1",0.00349422811805276,0.982478403645044
"SKIC8","SKIC8",-0.136936328480194,0.37541864983282
"SLIRP","SLIRP",-0.0676510737459395,0.66259857344225
"CCDC90B","CCDC90B",-0.00653213856372253,0.968518591136191
"NIF3L1","NIF3L1",-0.025710520776968,0.86842303918142
"EGLN1","EGLN1",-0.44986674093753,0.0532879708184881
"ANKRD2","ANKRD2",0.181629040728844,0.238019263727042
"COA1","COA1",-0.04096028918023,0.804460730077005
"MFF","MFF",-0.0820997532912011,0.600706331714507
"NAA50","NAA50",0.145245201867156,0.346851979228078
"MKRN2","MKRN2",-0.175266319525142,0.255140730285827
"LHPP","LHPP",0.286807242241104,0.0727627195498607
"TMEM126A","TMEM126A",0.0106521042812613,0.945287464597739
"PAIP1","PAIP1",0.220537501432372,0.19618110821795
"CLPB","CLPB",0.237226408316819,0.121019732546758
"ILKAP","ILKAP",0.137150010941202,0.405081807780017
"TOLLIP","TOLLIP",0.123466639138285,0.42459792243764
"PCBD2","PCBD2",-0.0539801929155478,0.727832732958441
"NT5C3A","NT5C3A",-0.109288319356535,0.480072108973129
"CYRIA","CYRIA",-0.270930170401583,0.140422562792671
"HDHD2","HDHD2",-0.0340967150698811,0.826085565253206
"QRSL1","QRSL1",0.107705442756221,0.491790395215552
"MAGT1","MAGT1",0.0669300588434127,0.69813201168026
"RAB1B","RAB1B",-0.0739579084784224,0.633281970773889
"C11orf54","C11orf54",0.0605464724035368,0.696228647637039
"RBM38","RBM38",-0.0971525313119975,0.540491469389156
"SIL1","SIL1",-0.0351200811141659,0.841254527308487
"TMX4","TMX4",-0.0431475006807763,0.780936994751399
"ISCU","ISCU",-0.34345010223816,0.0927807389327141
"MYLK2","MYLK2",-0.15061804795176,0.329110476295201
"EHD4","EHD4",-0.0529978449629734,0.732600971607173
"SH3BGRL3","SH3BGRL3",-0.120152131906802,0.437232263418952
"SLK","SLK",-0.124691766319564,0.455731963537003
"PPIL3","PPIL3",0.25914398115499,0.0893879885087102
"PDCL3","PDCL3",-0.185119424618996,0.228966946677486
"PPA2","PPA2",-0.211930648480352,0.167259164579231
"MRPL46","MRPL46",0.136609672701942,0.382380788286384
"PNN","PNN",0.437148006817333,0.0475239044476895
"C11orf68","C11orf68",0.0112789580607536,0.942773908455034
"GHITM","GHITM",0.318352709372492,0.0864316861788382
"BOLA2B","BOLA2B",0.310629092812599,0.0401465476141162
"TMX1","TMX1",-0.0125330367571977,0.935645108495961
"ACBD3","ACBD3",0.204993079046581,0.399856864210343
"PTPN23","PTPN23",-0.147309772326361,0.391247605554978
"CHMP4B","CHMP4B",-0.17328249601637,0.334859590189147
"RWDD1","RWDD1",-0.0469953427077619,0.761947017666711
"RBKS","RBKS",0.0336971175685837,0.828092885589634
"FN3K","FN3K",0.0984677216283904,0.524837797660204
"POFUT1","POFUT1",-0.115246455827618,0.467367194497995
"RNPEP","RNPEP",-0.07590009719318,0.624361946139163
"GOLPH3","GOLPH3",-0.148864585630454,0.365748270569939
"EHD1","EHD1",0.103332383279265,0.504460844023718
"KLHL31","KLHL31",0.0161726775287061,0.918016182370563
"TFB2M","TFB2M",0.0178705791862612,0.90833689666614
"CCDC134","CCDC134",0.148574456120133,0.488392461012193
"TMEM38A","TMEM38A",0.0669214367650233,0.685638358486685
"RETREG1","RETREG1",0.159141484901203,0.308049016992548
"ACSS3","ACSS3",0.212026176326282,0.172266815920833
"NOL6","NOL6",-0.0208868232603865,0.917640296042004
"DCTPP1","DCTPP1",-0.0487966688649767,0.75310357197559
"SYNC","SYNC",-0.0196476565654605,0.899266489023729
"AAMDC","AAMDC",-0.160306139647868,0.298581587450691
"WDR26","WDR26",-0.0882705759521731,0.614095232999644
"PTGES2","PTGES2",0.0872240327322659,0.57343674046914
"PHAX","PHAX",-0.156003281253306,0.317808785181304
"ACAD9","ACAD9",-0.0769533091217532,0.619546776208221
"RMND5A","RMND5A",0.0848835397802673,0.673785572121578
"METTL7A","METTL7A",-0.00852040441020056,0.956224620631286
"MMRN2","MMRN2",0.0838839064930914,0.671285665762054
"GORASP2","GORASP2",0.168027559039311,0.275600226847697
"JPT2","JPT2",-0.106003930051132,0.526464595083374
"SYNPO2L","SYNPO2L",0.088809942146728,0.56645915040348
"ARMT1","ARMT1",-0.175136282684001,0.255499033656692
"LRRC40","LRRC40",-0.0178069600518784,0.912010694456931
"SFXN1","SFXN1",0.0905519994585398,0.588737723014623
"MRPL44","MRPL44",0.0286480708919568,0.853545184461828
"L2HGDH","L2HGDH",0.172855800567333,0.261837475089529
"COPS7B","COPS7B",0.0217937264863934,0.904180387041039
"POLR1B","POLR1B",-0.233944027846834,0.282649497865462
"FN3KRP","FN3KRP",0.0678348704238195,0.661736855266593
"TBC1D17","TBC1D17",0.0662948798665406,0.668970245097063
"CARS2","CARS2",0.0260165738615474,0.866870779335754
"NMNAT1","NMNAT1",-0.0205199280280924,0.94213596198134
"SIAE","SIAE",0.109845191193868,0.477823929175924
"GRPEL1","GRPEL1",0.114228114866723,0.460324683770777
"MYG1","MYG1",0.26478015767465,0.0901550712347181
"CACYBP","CACYBP",0.101482730568913,0.512160936603528
"PDF","PDF",0.0335558477090509,0.86803324318858
"RDH14","RDH14",-0.0693527207346983,0.654637107311459
"PARVB","PARVB",-0.00542759396109419,0.972106569530223
"AS3MT","AS3MT",-0.129627045157283,0.401670458157485
"TNS1","TNS1",0.109170903013824,0.480546845813605
"PLGRKT","PLGRKT",-0.0956707286348662,0.536734794634325
"GLOD4","GLOD4",0.0384480231593832,0.804300882188545
"MCCC2","MCCC2",-0.116789545160498,0.450260226823104
"HHATL","HHATL",-0.000177102960464144,0.999089655873109
"PREB","PREB",-0.0521592942961855,0.736679122309219
"SRA1","SRA1",-0.136775969477786,0.400021949668801
"MRPL47","MRPL47",0.137016593625708,0.55368609836483
"LYRM4","LYRM4",0.0695357148423213,0.725139111471252
"TM9SF3","TM9SF3",0.0117136736308335,0.957695562078617
"JPH1","JPH1",0.0597588185494031,0.699994205911173
"APMAP","APMAP",-0.302352400445664,0.0579260919015343
"TXNRD2","TXNRD2",0.0344310874220849,0.82650082676411
"RAB18","RAB18",-0.171552936952846,0.277339194153294
"PALMD","PALMD",0.00558061186581343,0.971320503634844
"SSU72","SSU72",0.012353314344743,0.938110084215057
"VTA1","VTA1",-0.100816426256271,0.525252843658947
"SARS2","SARS2",0.147828796863568,0.338248800815201
"MRPS30","MRPS30",-0.0890552218092817,0.57010527736175
"DYNLRB1","DYNLRB1",-0.128294536731799,0.406568028008024
"MYOZ1","MYOZ1",-0.0280634129302169,0.856502480561175
"ENY2","ENY2",-0.0603666506435649,0.697087694860969
"MYOZ2","MYOZ2",-0.170384420790691,0.268823776892286
"NGRN","NGRN",0.183371719368502,0.341017332208461
"ACOT13","ACOT13",-0.0752506111033561,0.62733906815298
"TIMMDC1","TIMMDC1",0.214622589279624,0.238162332523125
"RIC8A","RIC8A",0.0238270232130671,0.877986433396931
"CD93","CD93",-0.231272627088631,0.181306551765607
"MRPL40","MRPL40",-0.177445422890016,0.339586857497874
"PLCB1","PLCB1",0.278748620452048,0.17723629180479
"TIGAR","TIGAR",0.119003683153903,0.458651052633617
"RTN4","RTN4",-0.100857967063019,0.514775103633244
"CYLD","CYLD",0.0814785746617612,0.599038202035993
"HINT3","HINT3",-0.0794132139690426,0.608361716734732
"RPRD1B","RPRD1B",-0.280867864249162,0.0680884218409494
"PFDN4","PFDN4",-0.154936209656441,0.315270417003453
"NIT2","NIT2",0.0910186077237238,0.556807530020052
"XPNPEP1","XPNPEP1",0.0832546222406242,0.591071021521532
"GPHN","GPHN",0.0706078533974661,0.648788840535362
"STARD7","STARD7",0.134673036132257,0.389227269381094
"PDLIM7","PDLIM7",0.147225375814152,0.340246228023925
"ACSS2","ACSS2",0.0499261490600067,0.747574296508885
"DIABLO","DIABLO",-0.01147181581565,0.941084289371731
"SAR1A","SAR1A",-0.224605593944697,0.142709251249311
"NANS","NANS",0.0917300494606874,0.553715144083515
"SH3GLB2","SH3GLB2",-0.022676572995471,0.883836347563919
"EIF2B3","EIF2B3",-0.0612396690041846,0.692920619872594
"MBNL1","MBNL1",0.158912782837703,0.302856234778079
"SMYD2","SMYD2",-0.204075109166179,0.18393243712959
"SDR39U1","SDR39U1",-0.104050772010389,0.50148614335974
"ABCB10","ABCB10",0.0253755578799042,0.871682858175065
"AASDHPPT","AASDHPPT",-0.0757127524291609,0.62522009568632
"OSTC","OSTC",0.0264262058582493,0.876620970591958
"CMC2","CMC2",-0.0539887808470521,0.727791092262914
"UBQLN4","UBQLN4",0.00541788593598896,0.976522459047618
"HEBP1","HEBP1",-0.190121783617711,0.216409699384705
"DUSP22","DUSP22",-0.0158899325808694,0.924564330304385
"VPS45","VPS45",0.162538498054671,0.309943593401632
"PHPT1","PHPT1",-0.0635160739102335,0.682097226035909
"FAM114A2","FAM114A2",0.221583046381704,0.148305858337598
"AGPAT3","AGPAT3",-0.114288883275427,0.48844295468819
"GLRX2","GLRX2",0.273837186213156,0.10607281076309
"TOMM22","TOMM22",0.0307824724849146,0.842766151362715
"LANCL2","LANCL2",0.0106648294472591,0.945222203177267
"HOMER2","HOMER2",0.0397557498458672,0.800180163466132
"HOMER3","HOMER3",-0.14871295963606,0.468425375249022
"FARSB","FARSB",0.250431977732714,0.101088319370097
"IARS2","IARS2",0.148934809544531,0.334606594558768
"C19orf12","C19orf12",-0.287498736674766,0.137950406721024
"ATG3","ATG3",0.136623624829848,0.433860830856276
"SIRT3","SIRT3",0.220385522579318,0.150567328796999
"MAN2C1","MAN2C1",0.0761080624657871,0.623409917325188
"OLA1","OLA1",0.0745543475514472,0.630537115441437
"CUTC","CUTC",-0.0302073972076593,0.845667655589163
"ECHDC1","ECHDC1",0.00356659652124775,0.981890678096726
"ACSS1","ACSS1",-0.126386623328699,0.413639925373127
"ABHD10","ABHD10",-0.186087361806007,0.226499003981667
"STAU2","STAU2",-0.126190066824256,0.539041067011164
"LIN7C","LIN7C",-0.227465536747301,0.163729291326039
"UFSP2","UFSP2",-0.016992744589966,0.935744600747721
"CYRIB","CYRIB",-0.099591384257367,0.52009522975395
"DDX19A","DDX19A",0.0941486701543253,0.548160912357517
"UQCC1","UQCC1",0.0183860153248704,0.907994346632632
"SEPTIN11","SEPTIN11",-0.183382138821651,0.23344262452735
"PANK4","PANK4",-0.0483521499279517,0.755283045818775
"DNAJC11","DNAJC11",-0.373184134922017,0.0149255482517239
"TMLHE","TMLHE",-0.0867194852240264,0.575664822782237
"ATAD3A","ATAD3A",0.106918590510153,0.48970090675898
"ARL8B","ARL8B",0.0670634484525679,0.665356499277479
"PRMT7","PRMT7",-0.120241951950249,0.453955326680107
"PNPO","PNPO",0.0249094412618878,0.872488306566228
"ARMC1","ARMC1",0.101563137788239,0.511824978052306
"RBFOX1","RBFOX1",0.0104294587181013,0.954064058232784
"OXSM","OXSM",0.106572410144513,0.491115859055648
"CZIB","CZIB",-0.0890402515639313,0.565449122550813
"BABAM1","BABAM1",-0.0737191175527375,0.642670159653647
"NMRK1","NMRK1",-0.0323574897576281,0.840828294432188
"NDUFB11","NDUFB11",-0.0199986388993354,0.897476496650053
"OCIAD1","OCIAD1",0.0444621851683745,0.774433943351845
"ADPRS","ADPRS",0.0296676589409201,0.848392706390741
"HYPK","HYPK",-0.147959585533311,0.343704343870357
"CHCHD3","CHCHD3",0.178718381961196,0.245751915195095
"SIRT5","SIRT5",0.0261034290062075,0.866430351651399
"PGPEP1","PGPEP1",0.0187461274948166,0.905026058419071
"BABAM2","BABAM2",0.129362982880565,0.414210582317653
"DPP3","DPP3",0.100481012474816,0.516355601608532
"TUBA8","TUBA8",0.242543646761382,0.11266545841342
"COA4","COA4",0.295165915331599,0.0851790720353761
"MRPL39","MRPL39",0.334227178944639,0.026596665330571
"MAP3K20","MAP3K20",0.0685621505278907,0.658331294586108
"UGGT1","UGGT1",-0.011950087459834,0.938632613726168
"FASTKD2","FASTKD2",0.30824511216921,0.0417835677109868
"TECR","TECR",0.240124103942016,0.116410919163849
"ERAP1","ERAP1",-0.124575940933998,0.420415855499928
"CISD1","CISD1",0.0818665683518274,0.597293698277111
"CLIC5","CLIC5",0.0184152633367094,0.905555487869398
"FAM120A","FAM120A",0.0155216818041483,0.920343449415646
"GDE1","GDE1",-0.00635155069152155,0.971113383374026
"GLTP","GLTP",0.341461453386,0.0233016670174632
"COQ3","COQ3",0.24998795404354,0.101714700466928
"HSPBP1","HSPBP1",0.068504508614401,0.658600960533596
"MAT2B","MAT2B",0.142747102985464,0.355296873164677
"MYOF","MYOF",0.100586073128033,0.577555547247103
"EHD2","EHD2",-0.136396742777921,0.377320924516818
"TMOD4","TMOD4",-0.0958154862461378,0.536115877126425
"CALML5","CALML5",-0.576651644462188,0.0632968434539203
"LMCD1","LMCD1",-0.0966868343981122,0.532397721216372
"CNIH4","CNIH4",0.173716572877128,0.318273747926313
"MRPL15","MRPL15",0.191077196433044,0.294831073633093
"NDUFAF4","NDUFAF4",0.183508197787657,0.23311586859163
"NDUFA13","NDUFA13",-0.00153287910107703,0.992120821041428
"PDP1","PDP1",0.107128519627009,0.488843888993221
"KCMF1","KCMF1",-0.0836101188507665,0.704476944474063
"VAPA","VAPA",0.0873538222943442,0.572864227519897
"AKAP7","AKAP7",0.0187905313138719,0.913381950227386
"RNF181","RNF181",-0.0193247924671687,0.904543780540257
"TMEM14C","TMEM14C",0.09473370412783,0.540749440460066
"ABRACL","ABRACL",0.296140766645074,0.170048456806855
"BCCIP","BCCIP",0.109194184569954,0.496759090103842
"ZNFX1","ZNFX1",0.126718522966131,0.605193494272123
"LARS1","LARS1",0.261817921418812,0.0860162459275685
"SUCLA2","SUCLA2",0.0901075557851305,0.560779354277679
"GMPR2","GMPR2",0.0165621492982537,0.92476690681528
"IMPACT","IMPACT",0.160068876483294,0.351051921056153
"ATXN10","ATXN10",0.116790509654588,0.450256459878248
"EPS15L1","EPS15L1",0.283254517782176,0.0848412900002325
"SAE1","SAE1",-0.101805217985352,0.531916613091915
"COPG2","COPG2",0.30166309200261,0.0696012363060462
"RNF7","RNF7",-0.004527253888939,0.979408106343853
"MYOT","MYOT",-0.0838674845240877,0.588332721419802
"MRC2","MRC2",-0.201059073016454,0.30492769765895
"COMMD3","COMMD3",-0.00871421859237207,0.955229855923084
"GNG12","GNG12",0.11937235587629,0.445795592344889
"MTRR","MTRR",-0.106547378733692,0.51287781959094
"VPS29","VPS29",-0.00776305700256205,0.96011237489363
"EIF3K","EIF3K",0.0221887677065229,0.886318646870426
"GRHPR","GRHPR",0.159223382983534,0.301899972156224
"CTSZ","CTSZ",-0.129934687681487,0.418112923847962
"RPS6KB2","RPS6KB2",0.238297443216537,0.222029909260668
"DNAJB11","DNAJB11",0.120797131319013,0.51017643564329
"PEF1","PEF1",0.0268814715115793,0.89199328324531
"COPS7A","COPS7A",0.120475671658272,0.435989877397513
"FBLN5","FBLN5",0.0686784846951126,0.661675085641084
"HSPB7","HSPB7",0.153104160995554,0.321096609093528
"AASS","AASS",-0.323525846103912,0.0579818296820151
"UQCR10","UQCR10",0.067442905781921,0.663575074785686
"DNAJB4","DNAJB4",0.0482521263027984,0.755773720616929
"NIPSNAP3A","NIPSNAP3A",0.135527059138674,0.392126313044587
"ABCF2","ABCF2",0.0154160842930396,0.926807725382995
"MTRF1L","MTRF1L",-0.0662904118791704,0.709529350473101
"NDRG3","NDRG3",-0.162588140084983,0.373959353744764
"SWAP70","SWAP70",0.099927634155632,0.518680194224038
"FBXO40","FBXO40",0.154805668028368,0.39755881799929
"SUN2","SUN2",-0.182350401783195,0.236128741063205
"LAMTOR3","LAMTOR3",0.0350266294648123,0.823547061075562
"MLH3","MLH3",0.154567324905111,0.316438110067041
"CHORDC1","CHORDC1",-0.0467217808453343,0.763292700072581
"SEPTIN9","SEPTIN9",-0.0121826995275498,0.941322107868316
"UBQLN2","UBQLN2",0.176820047286938,0.250885632170327
"PCYOX1","PCYOX1",0.0798006819430437,0.606607853832623
"SMPX","SMPX",-0.183597370180297,0.232884914765044
"BCAP29","BCAP29",0.327267402268799,0.0480201363379184
"CYB5R1","CYB5R1",-0.0967186422033441,0.532262231604673
"PFDN2","PFDN2",-0.0946999836343514,0.540894183800589
"PUF60","PUF60",-0.135819177158913,0.385166750354004
"NRBP1","NRBP1",0.16662820627863,0.279676326930423
"ENOPH1","ENOPH1",-0.127786395307939,0.408444683668995
"NDUFA12","NDUFA12",-0.054070111123177,0.727396780855223
"TRMT112","TRMT112",0.183391356555442,0.251080419896252
"XPO7","XPO7",0.0928653222846885,0.681041965259518
"LCMT1","LCMT1",-0.0189801797906482,0.902671943081876
"ATP5IF1","ATP5IF1",0.0498924990554299,0.762934831142081
"AK3","AK3",0.0368768855813542,0.812150762778671
"LNPEP","LNPEP",0.343406256023979,0.0347851999400305
"SIX4","SIX4",-0.0590923822076405,0.713622417374702
"RABGEF1","RABGEF1",0.118191748741633,0.498904906812055
"MSRA","MSRA",-0.100294499449951,0.554774421142827
"NAGK","NAGK",-0.0252661791589217,0.870677548544633
"DBNL","DBNL",-0.0374808151331612,0.828189316335
"DCTN4","DCTN4",0.140653209965315,0.368317075771029
"HSPB8","HSPB8",0.0341306527597833,0.825915134443372
"GGA1","GGA1",-0.209974823071065,0.176552669257239
"STOML2","STOML2",0.111412883184364,0.47152482127252
"RPS6KA6","RPS6KA6",0.101707819852988,0.560991118256561
"JPT1","JPT1",0.0389802988665903,0.80164573709322
"APPL1","APPL1",0.15254998071038,0.322872252005076
"RALY","RALY",0.150480438333744,0.32955767138497
"ITGB1BP2","ITGB1BP2",-0.032951182140676,0.831842871893241
"PACSIN3","PACSIN3",-0.0153985395491875,0.920973406043399
"ACAD8","ACAD8",0.16782966428153,0.276174279708568
"AGO2","AGO2",-0.193215023146556,0.226138956608233
"MYH2","MYH2",0.123425333361292,0.42475409626508
"MYH13","MYH13",-0.19064537310527,0.215123537658167
"CDV3","CDV3",-0.0905593715418512,0.578395496299418
"RAB21","RAB21",-0.150251154851506,0.330303624591991
"PSME2","PSME2",0.226714942684795,0.138897146630969
"DNPEP","DNPEP",0.0912504508881182,0.555798899269328
"MCTS1","MCTS1",0.231014592056526,0.131361487877031
"INTU","INTU",0.150671768033287,0.359891043825654
"STRIP2","STRIP2",0.0631056856526575,0.691348633097371
"HECTD1","HECTD1",-0.0128970638956657,0.938742763316725
"CORO1C","CORO1C",0.255255141974609,0.138897857250976
"EPDR1","EPDR1",0.11389015496458,0.461661601152019
"DDX19B","DDX19B",-0.0713762755255149,0.645218637511216
"NFU1","NFU1",0.109239765042505,0.480268393506911
"PRPF19","PRPF19",-0.0164245841604163,0.923136041962964
"SYNPO2","SYNPO2",-0.0735264492365826,0.63527061715496
"UBQLN1","UBQLN1",-0.0556925296041146,0.719545508675328
"SNX12","SNX12",-0.155971195328555,0.393971292461473
"SYNRG","SYNRG",0.108283659506773,0.484142097699122
"NDRG2","NDRG2",0.0474367852595556,0.759776974535475
"VPS4A","VPS4A",-0.126741215987019,0.412320305371952
"ATP1B4","ATP1B4",-0.255506203876467,0.121560369776089
"G3BP2","G3BP2",-0.0653447185542058,0.673448053464879
"STUB1","STUB1",-0.0225205071954356,0.884630402638177
"PACSIN2","PACSIN2",0.0671180799799202,0.665099910133198
"SNX6","SNX6",0.0273391213981899,0.865266744897628
"PSMD13","PSMD13",0.0574354187759167,0.711142926096217
"FAF1","FAF1",-0.176552417113901,0.288988381683339
"PPIE","PPIE",-0.0647085026686355,0.680155433892652
"COPS3","COPS3",0.0791726107501812,0.609451894939198
"RPL26L1","RPL26L1",-0.147643901944944,0.350771825023226
"NSFL1C","NSFL1C",-0.0917780964498897,0.553506593390476
"MACF1","MACF1",-0.0762600760374088,0.729463583538493
"PPP6R1","PPP6R1",0.20305502729462,0.309719301300881
"LIMCH1","LIMCH1",0.12274916406806,0.427315233216208
"USP24","USP24",0.0548473754627401,0.723631913103328
"MAPRE3","MAPRE3",-0.149324579705471,0.339220976851723
"SHOC2","SHOC2",0.100295758997157,0.543516950291618
"NEU3","NEU3",-0.164899108747403,0.296678505111424
"PA2G4","PA2G4",0.0661253359709753,0.66976842591066
"SPG7","SPG7",0.146263565033304,0.343445010549948
"CAMK2A","CAMK2A",-0.12824922702619,0.406735163043663
"RTRAF","RTRAF",-0.00682591619760104,0.964924333624493
"RUVBL2","RUVBL2",-0.0731941487539709,0.645045600321302
"PIN4","PIN4",-0.142185952283085,0.363068207620781
"EIF3L","EIF3L",0.26201539532406,0.0857712204901894
"PLAA","PLAA",0.0651533326720988,0.674351351745557
"RUVBL1","RUVBL1",-0.0562305418889244,0.716948175604571
"NUDC","NUDC",-0.0639933526739365,0.679835840185129
"BCS1L","BCS1L",0.00513328680840624,0.973618523001909
"VDAC3","VDAC3",-0.03193092546639,0.836977896751661
"CFL2","CFL2",0.0566909888731763,0.714727801780614
"FARSA","FARSA",0.159330011806993,0.301572134899378
"DRG1","DRG1",-0.240962938527898,0.115101873368516
"NCKAP1","NCKAP1",0.0228398212753398,0.883005868739727
"CNPY2","CNPY2",-0.101496037766934,0.512105328631798
"AKAP2","AKAP2",0.205492298466558,0.294161812125464
"STK38L","STK38L",-0.035896954909321,0.817056076048032
"NISCH","NISCH",-0.0179957482890666,0.933485063174049
"PADI2","PADI2",0.0427419221734152,0.78294618452912
"MYH15","MYH15",0.0223901337966329,0.885293821706686
"GSTK1","GSTK1",0.0738909664456239,0.633590347604142
"MRPS28","MRPS28",0.119340020761556,0.451589602540844
"COA3","COA3",-0.0434135683620654,0.779619690071433
"MRPS17","MRPS17",0.204558153058858,0.182874193006005
"MRPS7","MRPS7",-0.0147858780135976,0.927847282826222
"POLDIP2","POLDIP2",0.0720161672201151,0.642251603993248
"CARHSP1","CARHSP1",-0.00223248082051607,0.989091884235327
"THRAP3","THRAP3",0.145957271761766,0.410132389390555
"SUGT1","SUGT1",0.0505008279414116,0.744765781976172
"YARS2","YARS2",-0.243778030212627,0.158177605005173
"COQ6","COQ6",0.053401065787809,0.730642554421511
"ACOT9","ACOT9",-0.0933715820630395,0.546611073631052
"NOSIP","NOSIP",0.0651633572863533,0.674304026581237
"DERA","DERA",0.0198876907066951,0.898042272965655
"MEMO1","MEMO1",0.0792502139081693,0.609100181956271
"TMX2","TMX2",-0.166067470725867,0.389257927079313
"LSM2","LSM2",-0.142491670572172,0.356167357205621
"STARD10","STARD10",-0.0728371088511618,0.707299309586593
"SH3GLB1","SH3GLB1",-0.229551160222955,0.13389123296947
"CAB39","CAB39",0.197986982139519,0.197646404490338
"LUC7L2","LUC7L2",0.227589957374439,0.348721776360664
"DHRS7","DHRS7",-0.136045536575451,0.378562150168825
"MOB4","MOB4",0.0968510377670455,0.531698455797599
"SBDS","SBDS",0.056566870812073,0.715326097449311
"TMED7","TMED7",-0.146599737634998,0.342324872440743
"SF3B6","SF3B6",-0.0112583810200751,0.942178555773251
"REXO2","REXO2",0.0826891726064849,0.641989132599791
"TPRKB","TPRKB",0.298995483403106,0.0909733952304674
"PPIL1","PPIL1",0.164683738095095,0.285405500821325
"UFC1","UFC1",0.0245330635728788,0.903323968964081
"MSRB2","MSRB2",-0.0241407592987303,0.876392219933759
"FIS1","FIS1",0.000946182245551242,0.99513646475931
"PAM16","PAM16",0.0331494437877884,0.839085789147559
"AK6","AK6",-0.147334476070624,0.391167294519107
"MRPS23","MRPS23",0.0382374434250331,0.805351917528727
"PTRH2","PTRH2",0.122408042459057,0.42861058784325
"STRAP","STRAP",0.191599498708194,0.212793464228966
"RTCB","RTCB",0.173328143854085,0.260516109295276
"RABGAP1","RABGAP1",-0.0146108476818533,0.925004101744514
"HBS1L","HBS1L",-0.0715043013703401,0.669667381011352
"TLN1","TLN1",0.0229646813583694,0.882370762448729
"RBM19","RBM19",0.213842036362862,0.339286178968171
"PLXND1","PLXND1",-0.0831344147553351,0.706085514685682
"WASHC2C","WASHC2C",-0.173431153915009,0.386975505150997
"USP15","USP15",0.403091777350002,0.00666773950693209
"TLN2","TLN2",-0.00664771006803164,0.965839517299346
"DTNA","DTNA",-0.219429120743602,0.152391567672887
"HYOU1","HYOU1",0.161721886296456,0.294278216359849
"ATG4B","ATG4B",0.0282380374569611,0.8591031850007
"AFG3L2","AFG3L2",0.0829952525749246,0.592231596830227
"ARIH1","ARIH1",0.0879821232886979,0.570096440686541
"RNF114","RNF114",0.0207681949362535,0.896134924852903
"SAMM50","SAMM50",0.180484700653382,0.241039398584788
